Country,District,Village,Village_ID
台北市,內湖區,紫雲里,63000100-016
台北市,內湖區,清白里,63000100-017
台北市,內湖區,葫洲里,63000100-018
台北市,內湖區,紫陽里,63000100-019
台北市,內湖區,瑞陽里,63000100-020
台北市,內湖區,瑞光里,63000100-021
台北市,內湖區,五分里,63000100-022
台北市,內湖區,東湖里,63000100-023
台北市,內湖區,樂康里,63000100-024
台北市,內湖區,內溝里,63000100-025
台北市,內湖區,週美里,63000100-026
台北市,內湖區,行善里,63000100-027
台北市,內湖區,石潭里,63000100-028
台北市,內湖區,湖興里,63000100-029
台北市,內湖區,湖元里,63000100-030
台北市,內湖區,安湖里,63000100-031
台北市,內湖區,秀湖里,63000100-032
台北市,內湖區,安泰里,63000100-033
台北市,內湖區,金湖里,63000100-034
台北市,內湖區,康寧里,63000100-035
台北市,內湖區,明湖里,63000100-036
台北市,內湖區,蘆洲里,63000100-037
台北市,內湖區,麗山里,63000100-038
台北市,內湖區,寶湖里,63000100-039
台北市,內湖區,南湖里,63000100-040
台北市,士林區,仁勇里,63000110-001
台北市,士林區,義信里,63000110-002
台北市,士林區,福林里,63000110-003
台北市,士林區,福德里,63000110-004
台北市,士林區,福志里,63000110-005
台北市,士林區,舊佳里,63000110-006
台北市,士林區,福佳里,63000110-007
台北市,士林區,後港里,63000110-008
台北市,士林區,福中里,63000110-009
台北市,士林區,前港里,63000110-010
台北市,士林區,百齡里,63000110-011
台北市,士林區,承德里,63000110-012
台北市,士林區,福華里,63000110-013
台北市,士林區,明勝里,63000110-014
台北市,士林區,福順里,63000110-015
台北市,士林區,富光里,63000110-016
台北市,士林區,葫蘆里,63000110-017
台北市,士林區,葫東里,63000110-018
台北市,士林區,社子里,63000110-019
台北市,士林區,社新里,63000110-020
台北市,士林區,社園里,63000110-021
台北市,士林區,永倫里,63000110-022
台北市,士林區,福安里,63000110-023
台北市,士林區,富洲里,63000110-024
台北市,士林區,岩山里,63000110-025
台北市,士林區,名山里,63000110-026
台北市,士林區,德行里,63000110-027
台北市,士林區,德華里,63000110-028
台北市,士林區,聖山里,63000110-029
台北市,士林區,忠誠里,63000110-030
台北市,士林區,芝山里,63000110-031
台北市,士林區,東山里,63000110-032
台北市,士林區,三玉里,63000110-033
台北市,士林區,蘭雅里,63000110-034
台北市,士林區,蘭興里,63000110-035
台北市,士林區,天福里,63000110-036
台北市,士林區,天祿里,63000110-037
台北市,士林區,天壽里,63000110-038
台北市,士林區,天和里,63000110-039
台北市,士林區,天山里,63000110-040
台北市,士林區,天玉里,63000110-041
台北市,士林區,天母里,63000110-042
台北市,士林區,永福里,63000110-043
台北市,士林區,公館里,63000110-044
台北市,士林區,新安里,63000110-045
台北市,士林區,陽明里,63000110-046
台北市,士林區,菁山里,63000110-047
台北市,士林區,平等里,63000110-048
台北市,士林區,溪山里,63000110-049
台北市,士林區,翠山里,63000110-050
台北市,士林區,臨溪里,63000110-051
台北市,北投區,建民里,63000120-001
台北市,北投區,文林里,63000120-002
台北市,北投區,石牌里,63000120-003
台北市,北投區,福興里,63000120-004
台北市,北投區,榮光里,63000120-005
台北市,北投區,榮華里,63000120-006
台北市,北投區,裕民里,63000120-007
台北市,北投區,振華里,63000120-008
台北市,北投區,永和里,63000120-009
台北市,北投區,永欣里,63000120-010
台北市,北投區,永明里,63000120-011
台北市,北投區,東華里,63000120-012
台北市,北投區,吉利里,63000120-013
台北市,北投區,吉慶里,63000120-014
台北市,北投區,尊賢里,63000120-015
台北市,北投區,立賢里,63000120-016
台北市,北投區,立農里,63000120-017
台北市,北投區,八仙里,63000120-018
台北市,北投區,洲美里,63000120-019
台北市,北投區,奇岩里,63000120-020
台北市,北投區,清江里,63000120-021
台北市,北投區,中央里,63000120-022
台北市,北投區,長安里,63000120-023
台北市,北投區,大同里,63000120-024
台北市,北投區,溫泉里,63000120-025
台北市,北投區,林泉里,63000120-026
台北市,北投區,中心里,63000120-027
台北市,北投區,中庸里,63000120-028
台北市,北投區,開明里,63000120-029
台北市,北投區,中和里,63000120-030
台北市,北投區,智仁里,63000120-031
台北市,北投區,秀山里,63000120-032
台北市,北投區,文化里,63000120-033
台北市,北投區,豐年里,63000120-034
台北市,北投區,稻香里,63000120-035
台北市,北投區,桃源里,63000120-036
台北市,北投區,一德里,63000120-037
台北市,北投區,關渡里,63000120-038
台北市,北投區,泉源里,63000120-039
台北市,北投區,湖山里,63000120-040
台北市,北投區,大屯里,63000120-041
台北市,北投區,湖田里,63000120-042
新北市,板橋區,留侯里,65000010-001
新北市,板橋區,流芳里,65000010-002
新北市,板橋區,赤松里,65000010-003
新北市,板橋區,黃石里,65000010-004
新北市,板橋區,挹秀里,65000010-005
新北市,板橋區,湳興里,65000010-006
新北市,板橋區,新興里,65000010-007
新北市,板橋區,社後里,65000010-008
新北市,板橋區,香社里,65000010-009
新北市,板橋區,中正里,65000010-010
新北市,板橋區,自強里,65000010-011
新北市,板橋區,自立里,65000010-012
新北市,板橋區,光華里,65000010-013
新北市,板橋區,國光里,65000010-014
新北市,板橋區,港尾里,65000010-015
新北市,板橋區,金華里,65000010-016
新北市,板橋區,港德里,65000010-017
新北市,板橋區,民權里,65000010-018
新北市,板橋區,建國里,65000010-019
新北市,板橋區,漢生里,65000010-020
新北市,板橋區,公舘里,65000010-021
新北市,板橋區,新民里,65000010-022
新北市,板橋區,幸福里,65000010-023
新北市,板橋區,忠誠里,65000010-024
新北市,板橋區,百壽里,65000010-025
新北市,板橋區,介壽里,65000010-026
新北市,板橋區,新埔里,65000010-027
新北市,板橋區,華江里,65000010-028
新北市,板橋區,江翠里,65000010-029
新北市,板橋區,純翠里,65000010-030
新北市,板橋區,溪頭里,65000010-031
新北市,板橋區,聯翠里,65000010-032
新北市,板橋區,宏翠里,65000010-033
新北市,板橋區,仁翠里,65000010-034
新北市,板橋區,新翠里,65000010-035
新北市,板橋區,吉翠里,65000010-036
新北市,板橋區,德翠里,65000010-037
新北市,板橋區,滿翠里,65000010-038
新北市,板橋區,明翠里,65000010-039
新北市,板橋區,松翠里,65000010-040
新北市,板橋區,柏翠里,65000010-041
新北市,板橋區,龍翠里,65000010-042
新北市,板橋區,華翠里,65000010-043
新北市,板橋區,忠翠里,65000010-044
新北市,板橋區,嵐翠里,65000010-045
新北市,板橋區,文翠里,65000010-046
新北市,板橋區,青翠里,65000010-047
新北市,板橋區,懷翠里,65000010-048
新北市,板橋區,福翠里,65000010-049
新北市,板橋區,港嘴里,65000010-050
新北市,板橋區,振興里,65000010-051
新北市,板橋區,振義里,65000010-052
新北市,板橋區,光復里,65000010-053
新北市,板橋區,埔墘里,65000010-054
新北市,板橋區,長壽里,65000010-055
新北市,板橋區,福壽里,65000010-056
新北市,板橋區,海山里,65000010-057
新北市,板橋區,九如里,65000010-058
新北市,板橋區,玉光里,65000010-059
新北市,板橋區,光仁里,65000010-060
新北市,板橋區,埤墘里,65000010-061
新北市,板橋區,永安里,65000010-062
新北市,板橋區,雙玉里,65000010-063
新北市,板橋區,廣新里,65000010-064
新北市,板橋區,深丘里,65000010-065
新北市,板橋區,香丘里,65000010-066
新北市,板橋區,西安里,65000010-067
新北市,板橋區,東丘里,65000010-068
新北市,板橋區,長安里,65000010-069
新北市,板橋區,福丘里,65000010-070
新北市,板橋區,福祿里,65000010-071
新北市,板橋區,民族里,65000010-072
新北市,板橋區,國泰里,65000010-073
新北市,板橋區,福德里,65000010-074
新北市,板橋區,景星里,65000010-075
新北市,板橋區,福星里,65000010-076
新北市,板橋區,鄉雲里,65000010-077
新北市,板橋區,廣德里,65000010-078
新北市,板橋區,大豐里,65000010-079
新北市,板橋區,重慶里,65000010-080
新北市,板橋區,仁愛里,65000010-081
新北市,板橋區,和平里,65000010-082
新北市,板橋區,廣福里,65000010-083
新北市,板橋區,華興里,65000010-084
新北市,板橋區,華貴里,65000010-085
新北市,板橋區,華德里,65000010-086
新北市,板橋區,華東里,65000010-087
新北市,板橋區,信義里,65000010-088
新北市,板橋區,浮洲里,65000010-089
新北市,板橋區,華中里,65000010-090
新北市,板橋區,僑中里,65000010-091
新北市,板橋區,中山里,65000010-092
新北市,板橋區,復興里,65000010-093
新北市,板橋區,大安里,65000010-094
新北市,板橋區,福安里,65000010-095
新北市,板橋區,聚安里,65000010-096
新北市,板橋區,龍安里,65000010-097
新北市,板橋區,崑崙里,65000010-098
新北市,板橋區,溪洲里,65000010-099
新北市,板橋區,溪北里,65000010-100
新北市,板橋區,香雅里,65000010-101
新北市,板橋區,新生里,65000010-102
新北市,板橋區,文德里,65000010-103
新北市,板橋區,文化里,65000010-104
新北市,板橋區,新海里,65000010-105
新北市,板橋區,莒光里,65000010-106
新北市,板橋區,富貴里,65000010-107
新北市,板橋區,正泰里,65000010-108
新北市,板橋區,民生里,65000010-109
新北市,板橋區,後埔里,65000010-110
新北市,板橋區,華福里,65000010-111
新北市,板橋區,堂春里,65000010-112
新北市,板橋區,成和里,65000010-113
新北市,板橋區,光榮里,65000010-114
新北市,板橋區,民安里,65000010-115
新北市,板橋區,陽明里,65000010-116
新北市,板橋區,朝陽里,65000010-117
新北市,板橋區,松柏里,65000010-118
新北市,板橋區,文聖里,65000010-119
新北市,板橋區,居仁里,65000010-120
新北市,板橋區,莊敬里,65000010-121
新北市,板橋區,東安里,65000010-122
新北市,板橋區,五權里,65000010-123
新北市,板橋區,溪福里,65000010-124
新北市,板橋區,大觀里,65000010-125
新北市,板橋區,歡園里,65000010-126
新北市,三重區,大有里,65000020-001
新北市,三重區,二重里,65000020-002
新北市,三重區,頂崁里,65000020-003
新北市,三重區,谷王里,65000020-004
新北市,三重區,中興里,65000020-005
新北市,三重區,德厚里,65000020-006
新北市,三重區,成功里,65000020-007
新北市,三重區,福祉里,65000020-008
新北市,三重區,福民里,65000020-009
新北市,三重區,過田里,65000020-010
新北市,三重區,錦田里,65000020-011
新北市,三重區,重明里,65000020-012
新北市,三重區,光田里,65000020-013
新北市,三重區,光陽里,65000020-014
新北市,三重區,田心里,65000020-015
新北市,三重區,福田里,65000020-016
新北市,三重區,田中里,65000020-017
新北市,三重區,田安里,65000020-018
新北市,三重區,三民里,65000020-019
新北市,三重區,光明里,65000020-020
新北市,三重區,光正里,65000020-021
新北市,三重區,同安里,65000020-022
新北市,三重區,同慶里,65000020-023
新北市,三重區,菜寮里,65000020-024
新北市,三重區,永春里,65000020-025
新北市,三重區,中正里,65000020-026
新北市,三重區,吉利里,65000020-027
新北市,三重區,大同里,65000020-028
新北市,三重區,中民里,65000020-029
新北市,三重區,平和里,65000020-030
新北市,三重區,大安里,65000020-031
新北市,三重區,仁德里,65000020-032
新北市,三重區,忠孝里,65000020-033
新北市,三重區,仁義里,65000020-034
新北市,三重區,光榮里,65000020-035
新北市,三重區,光輝里,65000020-036
新北市,三重區,福星里,65000020-037
新北市,三重區,福利里,65000020-038
新北市,三重區,清和里,65000020-039
新北市,三重區,永興里,65000020-040
新北市,三重區,中山里,65000020-041
新北市,三重區,大園里,65000020-042
新北市,三重區,國隆里,65000020-043
新北市,三重區,重陽里,65000020-044
新北市,三重區,民生里,65000020-045
新北市,三重區,重新里,65000020-046
新北市,三重區,正德里,65000020-047
新北市,三重區,正義里,65000020-048
新北市,三重區,正安里,65000020-049
新北市,三重區,自強里,65000020-050
新北市,三重區,文化里,65000020-051
新北市,三重區,中央里,65000020-052
新北市,三重區,雙園里,65000020-053
新北市,三重區,錦通里,65000020-054
新北市,三重區,錦安里,65000020-055
新北市,三重區,長安里,65000020-056
新北市,三重區,光華里,65000020-057
新北市,三重區,長生里,65000020-058
新北市,三重區,開元里,65000020-059
新北市,三重區,大德里,65000020-060
新北市,三重區,長元里,65000020-061
新北市,三重區,長江里,65000020-062
新北市,三重區,長泰里,65000020-063
新北市,三重區,長福里,65000020-064
新北市,三重區,介壽里,65000020-065
新北市,三重區,萬壽里,65000020-066
新北市,三重區,錦江里,65000020-067
新北市,三重區,龍濱里,65000020-068
新北市,三重區,龍門里,65000020-069
新北市,三重區,秀江里,65000020-070
新北市,三重區,奕壽里,65000020-071
新北市,三重區,三安里,65000020-072
新北市,三重區,福安里,65000020-073
新北市,三重區,信安里,65000020-074
新北市,三重區,安慶里,65000020-075
新北市,三重區,幸福里,65000020-076
新北市,三重區,六合里,65000020-077
新北市,三重區,六福里,65000020-078
新北市,三重區,順德里,65000020-079
新北市,三重區,承德里,65000020-080
新北市,三重區,瑞德里,65000020-081
新北市,三重區,崇德里,65000020-082
新北市,三重區,厚德里,65000020-083
新北市,三重區,維德里,65000020-084
新北市,三重區,尚德里,65000020-085
新北市,三重區,培德里,65000020-086
新北市,三重區,永德里,65000020-087
新北市,三重區,永盛里,65000020-088
新北市,三重區,永福里,65000020-089
新北市,三重區,永清里,65000020-090
新北市,三重區,永安里,65000020-091
新北市,三重區,永煇里,65000020-092
新北市,三重區,溪美里,65000020-093
新北市,三重區,福隆里,65000020-094
新北市,三重區,五常里,65000020-095
新北市,三重區,五福里,65000020-096
新北市,三重區,仁忠里,65000020-097
新北市,三重區,慈福里,65000020-098
新北市,三重區,慈生里,65000020-099
新北市,三重區,慈惠里,65000020-100
新北市,三重區,慈愛里,65000020-101
新北市,三重區,慈化里,65000020-102
新北市,三重區,慈祐里,65000020-103
新北市,三重區,五華里,65000020-104
新北市,三重區,富貴里,65000020-105
新北市,三重區,富華里,65000020-106
新北市,三重區,富福里,65000020-107
新北市,三重區,碧華里,65000020-108
新北市,三重區,五谷里,65000020-109
新北市,三重區,博愛里,65000020-110
新北市,三重區,福德里,65000020-111
新北市,三重區,永吉里,65000020-112
新北市,三重區,永發里,65000020-113
新北市,三重區,永順里,65000020-114
新北市,三重區,永豐里,65000020-115
新北市,三重區,立德里,65000020-116
新北市,三重區,福樂里,65000020-117
新北市,三重區,仁華里,65000020-118
新北市,三重區,五順里,65000020-119
新北市,中和區,中原里,65000030-001
新北市,中和區,平河里,65000030-002
新北市,中和區,信和里,65000030-003
新北市,中和區,仁和里,65000030-004
新北市,中和區,中正里,65000030-005
新北市,中和區,建和里,65000030-006
新北市,中和區,連和里,65000030-007
新北市,中和區,連城里,65000030-008
新北市,中和區,力行里,65000030-009
新北市,中和區,枋寮里,65000030-010
新北市,中和區,漳和里,65000030-011
新北市,中和區,廟美里,65000030-012
新北市,中和區,福真里,65000030-013
新北市,中和區,福善里,65000030-014
新北市,中和區,福美里,65000030-015
新北市,中和區,福祥里,65000030-016
新北市,中和區,瓦磘里,65000030-017
新北市,中和區,福和里,65000030-018
新北市,中和區,佳和里,65000030-019
新北市,中和區,安樂里,65000030-020
新北市,中和區,安和里,65000030-021
新北市,中和區,安平里,65000030-022
新北市,中和區,中安里,65000030-023
新北市,中和區,泰安里,65000030-024
新北市,中和區,新南里,65000030-025
新北市,中和區,南山里,65000030-026
新北市,中和區,秀山里,65000030-027
新北市,中和區,秀成里,65000030-028
新北市,中和區,秀福里,65000030-029
新北市,中和區,秀景里,65000030-030
新北市,中和區,秀明里,65000030-031
新北市,中和區,秀峰里,65000030-032
新北市,中和區,秀仁里,65000030-033
新北市,中和區,頂南里,65000030-034
